"TOACI1","Ridge","Ridge"
"TMSTAMP","RECNBR","BattV_Avg","BattV_Min","PTemp_C_Avg","AirTemp_C_Avg","RH","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS_Geonor_Avg","WS_Geonor_Std","WS_Geonor_Max","WS_Geonor_TMx","T109_C_Avg","Incident_SW_Avg","FluxDensity_Out_Avg","NetRadiation_Avg","NR_Uncor_Avg","Q_Avg","SnowDepth_Avg","Geonor_Depth_Average","Geonor_Depth_StdDev","T1_Depth_Average","T2_Depth_Average","T3_Depth_Average","T1_Depth_StdDev","T2_Depth_StdDev","T3_Depth_StdDev","T1_Freq","T2_Freq","T3_Freq","AirPressure"
"2016-03-10 17:30:00",2021,12.1,12.08,11.58,-3.99,81.6,8.28,3.759,14.79,"2016-03-10 17:19:45",4.694,2.285,10.69,"2016-03-10 17:25:15",-3.943,46.79593,-75.50394,13.76096,12.68231,239.6,2.984822,1036.921,0.452,1044.213,1021.655,1044.896,0.37,0.447,0.525,2912.978,2889.313,2918.662,77.31
"2016-03-10 17:45:00",2022,12.1,12.08,11.54,-4.044,81.4,9.23,4.309,19.33,"2016-03-10 17:44:15",5.915,3.394,14.1,"2016-03-10 17:44:30",-4.041,34.69508,-56.03315,6.635103,6.088592,225.2,2.987239,1037.561,2.019,1044.711,1022.945,1045.028,1.478,2.383,2.09,2913.173,2892.482,2923.319,77.26
"2016-03-10 18:00:00",2023,12.1,12.08,11.51,-4.098,80.5,6.739,2.38,13.46,"2016-03-10 17:45:15",4.571,1.998,11.54,"2016-03-10 17:45:15",-4.109,22.07087,-35.31316,0.7238638,0.6494497,239.4,3.026901,1036.967,0.292,1044.303,1021.74,1044.857,0.286,0.188,0.373,2913.195,2890.094,2919.052,77.33
"2016-03-10 18:15:00",2024,12.09,12.08,11.49,-4.119,79.22,6.552,2.738,13.35,"2016-03-10 18:04:00",3.575,1.485,7.38,"2016-03-10 18:08:00",-4.176,10.33638,-16.03371,-1.627766,-1.583034,234.1,2.958107,1037.024,0.183,1044.27,1021.744,1045.059,0.184,0.119,0.228,2912.545,2889.622,2918.723,77.32
"2016-03-10 18:30:00",2025,12.1,12.08,11.65,-4.106,80.7,8.38,2.368,14.85,"2016-03-10 18:19:45",5.692,1.859,11.27,"2016-03-10 18:20:00",-4.19,5.943883,-9.134269,-6.860278,-6.404296,221.3,2.976207,1037.26,0.893,1044.288,1022.16,1045.333,0.866,0.843,0.964,2910.503,2888.66,2918.047,77.36
"2016-03-10 18:45:00",2026,12.09,12.08,12.07,-4.22,80.4,6.696,2.841,13.46,"2016-03-10 18:42:15",4.35,2.193,10.21,"2016-03-10 18:44:30",-4.307,1.644848,-1.920724,-8.82759,-8.465397,226.4,2.942589,1036.848,0.733,1044.243,1021.541,1044.761,0.744,0.597,0.838,2913.123,2889.807,2917.927,77.4
"2016-03-10 19:00:00",2027,12.1,12.08,12.51,-4.189,80.4,6.521,2.829,15.33,"2016-03-10 18:58:00",4.488,2.234,12.13,"2016-03-10 18:58:00",-4.294,0.3962589,-0.07942843,-8.806261,-8.433826,207.3,2.917269,1036.741,1.03,1043.575,1021.358,1045.289,1.279,0.42,1.171,2912.88,2889.74,2918.69,77.43
"2016-03-10 19:15:00",2028,12.09,12.08,12.94,-4.166,79.32,7.533,2.909,15.27,"2016-03-10 19:12:00",4.943,2.251,9.94,"2016-03-10 19:11:15",-4.268,0.2392506,-0.003610383,-5.606157,-5.32639,221.3,2.989688,1037.118,0.49,1044.368,1021.833,1045.153,0.461,0.504,0.504,2913.144,2889.855,2918.631,77.43
"2016-03-10 19:30:00",2029,12.1,12.08,13.34,-4.19,79.86,6.819,2.525,14.1,"2016-03-10 19:28:00",4.525,1.926,10.69,"2016-03-10 19:15:45",-4.29,0.2205592,-0.01083115,-7.451979,-7.143947,226.6,2.968285,1036.997,0.45,1044.2,1021.638,1045.153,0.507,0.315,0.501,2912.763,2889.632,2919.078,77.46
"2016-03-10 19:45:00",2030,12.1,12.08,13.68,-4.113,81.4,7.075,2.816,12.82,"2016-03-10 19:41:45",4.479,2.168,10.95,"2016-03-10 19:41:45",-4.216,0.2878484,-0.02527268,-7.083659,-6.706471,216,2.953212,1037.215,1.042,1044.558,1021.989,1045.1,0.897,1.368,0.761,2913.488,2889.976,2918.645,77.48
"2016-03-10 20:00:00",2031,12.1,12.09,13.63,-4.123,79.93,6.503,2.58,13.03,"2016-03-10 19:56:00",3.965,1.611,7.647,"2016-03-10 19:57:00",-4.247,0.1682231,0,-5.809855,-5.606014,213.3,2.941696,1037.033,0.526,1044.434,1021.703,1044.961,0.573,0.617,0.349,2912.911,2889.629,2918.6,77.5
"2016-03-10 20:15:00",2032,12.1,12.09,13.51,-4.108,80.7,6.477,2.37,12.34,"2016-03-10 20:01:30",4.753,1.946,10.53,"2016-03-10 20:01:30",-4.202,0.2803718,-0.003610383,-7.351601,-7.080806,239.6,3.001872,1037.062,0.337,1044.519,1021.722,1044.946,0.332,0.352,0.326,2913.136,2889.64,2917.73,77.53
"2016-03-10 20:30:00",2033,12.1,12.09,13.39,-4.215,83.9,7.075,2.971,13.57,"2016-03-10 20:17:00",4.175,2.38,10.53,"2016-03-10 20:17:15",-4.338,0.1271019,0,-7.672133,-7.31984,215,2.978138,1037.064,0.364,1044.49,1021.698,1045.005,0.445,0.325,0.306,2912.628,2889.776,2918.992,77.52
"2016-03-10 20:45:00",2034,12.1,12.08,13.24,-4.313,86.6,6.474,2.255,12.87,"2016-03-10 20:30:30",4.556,1.716,8.39,"2016-03-10 20:30:30",-4.423,0.1570082,0,-6.062343,-5.845048,230,3.023543,1037.167,0.525,1044.462,1021.673,1045.367,0.476,0.517,0.576,2913.75,2890.135,2918.907,77.52
"2016-03-10 21:00:00",2035,12.1,12.09,13.11,-4.351,86.1,5.123,1.601,8.18,"2016-03-10 20:45:30",3.451,1.245,6.634,"2016-03-10 20:45:45",-4.427,0.2018677,0,-6.579949,-6.462927,242.9,3.00716,1037.291,0.248,1044.754,1021.894,1045.225,0.247,0.256,0.24,2913.177,2890.094,2919.45,77.49
"2016-03-10 21:15:00",2036,12.1,12.09,12.97,-4.363,87.3,5.129,2.514,12.45,"2016-03-10 21:02:15",3.802,2.154,10.95,"2016-03-10 21:02:15",-4.473,0.1644848,0,-6.469689,-6.305075,222.8,3.055038,1037.354,0.356,1044.816,1022.034,1045.214,0.309,0.371,0.384,2913.966,2891.483,2918.156,77.49
"2016-03-10 21:30:00",2037,12.1,12.08,12.84,-4.556,92.1,6.805,2.539,14.21,"2016-03-10 21:25:15",5.047,2.042,10.95,"2016-03-10 21:25:15",-4.668,0.0822424,-0.003610383,-3.32945,-3.202148,224.4,3.071456,1037.615,0.461,1045.012,1022.229,1045.604,0.439,0.317,0.586,2913.734,2890.297,2919.424,77.52
"2016-03-10 21:45:00",2038,12.1,12.08,12.7,-4.796,94.6,6.834,2.336,14.74,"2016-03-10 21:37:00",5.083,1.952,11.49,"2016-03-10 21:37:00",-4.872,0.02242975,-0.007220767,-2.281084,-2.187383,217,3.1324,1037.971,0.604,1045.465,1022.653,1045.796,0.643,0.528,0.633,2914.468,2891.354,2920.213,77.55
"2016-03-10 22:00:00",2039,12.1,12.08,12.59,-4.772,94.3,7.858,3.2,15.97,"2016-03-10 21:48:15",5.444,2.524,14.05,"2016-03-10 21:48:00",-4.821,0.1607465,-0.06859729,-3.015563,-2.814282,218.2,2.902979,1038.057,0.493,1045.273,1022.602,1046.295,0.565,0.367,0.524,2914.264,2890.812,2919.663,77.53
"2016-03-10 22:15:00",2040,12.1,12.08,12.48,-4.76,94.8,6.525,2.425,13.46,"2016-03-10 22:06:15",4.602,2.054,11.49,"2016-03-10 22:06:15",-4.848,0.07476582,-0.01444153,-3.256125,-3.098417,228.6,2.988215,1038.297,0.185,1045.764,1022.895,1046.232,0.214,0.174,0.164,2914.504,2891.169,2920.235,77.53
"2016-03-10 22:30:00",2041,12.1,12.08,12.38,-4.806,89.4,8.61,3.128,16.02,"2016-03-10 22:21:45",5.824,2.726,13.67,"2016-03-10 22:28:30",-4.852,0.1383168,-0.03249345,-4.727499,-4.275544,203.9,2.931226,1038.8,0.803,1045.961,1023.531,1046.91,0.879,0.868,0.639,2913.03,2890.931,2921.281,77.49
"2016-03-10 22:45:00",2042,12.1,12.08,12.29,-4.874,93.4,8.2,2.96,16.93,"2016-03-10 22:34:00",5.589,2.146,12.18,"2016-03-10 22:34:15",-4.963,0.09719557,-0.003610383,-6.709275,-6.210363,220.6,2.948252,1038.631,0.836,1046.13,1023.008,1046.756,0.835,0.806,0.865,2915.875,2892.099,2920.453,77.5
"2016-03-10 23:00:00",2043,12.1,12.08,12.2,-4.808,91.2,8.21,3.573,17.14,"2016-03-10 22:51:45",5.806,3.301,15.59,"2016-03-10 22:51:45",-4.884,0.1046722,-0.03971422,-6.201307,-5.836028,225.6,2.975574,1038.88,0.213,1046.418,1023.405,1046.815,0.256,0.244,0.103,2915.147,2891.834,2920.768,77.55
"2016-03-10 23:15:00",2044,12.1,12.08,12.11,-4.64,88.6,7.648,2.305,14.85,"2016-03-10 23:05:45",4.658,1.166,7.967,"2016-03-10 23:03:30",-4.696,0.2616804,-0.03971422,-6.170212,-5.817987,210.2,3.003864,1038.814,0.499,1046.281,1023.334,1046.827,0.389,0.571,0.518,2914.645,2891.303,2921.05,77.55
"2016-03-10 23:30:00",2045,12.1,12.08,12.04,-4.745,93.1,7.401,2.327,13.35,"2016-03-10 23:19:15",5.341,1.795,9.67,"2016-03-10 23:23:00",-4.836,0.06728924,0,-3.520206,-3.34196,216.1,3.008587,1039.285,0.274,1046.776,1023.762,1047.316,0.274,0.262,0.285,2915.887,2891.782,2921.726,77.55
"2016-03-10 23:45:00",2046,12.09,12.08,11.96,-4.767,89.9,8.1,3.542,14.31,"2016-03-10 23:34:45",6.066,2.705,11.01,"2016-03-10 23:32:15",-4.817,0.1831763,-0.03249345,-5.422824,-5.064806,230.3,2.914967,1039.35,0.775,1046.733,1023.991,1047.328,0.542,0.845,0.891,2916.633,2892.975,2921.207,77.54
"2016-03-11 00:00:00",2047,12.1,12.08,11.88,-4.721,87.1,7.319,2.753,13.94,"2016-03-10 23:45:15",5.486,2.037,10.21,"2016-03-10 23:45:30",-4.766,0.1756997,-0.01805192,-4.071576,-3.878658,227.2,2.937448,1039.215,0.605,1046.622,1023.677,1047.346,0.615,0.506,0.682,2916.415,2892.188,2921.013,77.55
"2016-03-11 00:15:00",2048,12.1,12.08,11.81,-4.81,92.2,6.459,3.312,16.02,"2016-03-11 00:01:30",4.523,2.241,11.01,"2016-03-11 00:01:30",-4.906,0.08971898,-0.003610383,-3.557461,-3.414121,203.4,3.139532,1039.798,0.864,1047.165,1024.396,1047.835,0.568,1.088,0.857,2918.035,2896.79,2923.688,77.49
"2016-03-11 00:30:00",2049,12.09,12.08,11.75,-4.976,92.7,4.06,1.941,12.34,"2016-03-11 00:15:15",3.11,1.126,5.354,"2016-03-11 00:15:15",-5.022,0.09719557,0,-5.446329,-5.398551,213.1,3.115575,1039.718,0.27,1047.243,1024.171,1047.74,0.301,0.318,0.163,2915.459,2892.407,2922.081,77.49
"2016-03-11 00:45:00",2050,12.09,12.08,11.67,-4.731,89.6,5.547,1.811,10.95,"2016-03-11 00:31:15",3.456,1.189,6.047,"2016-03-11 00:40:00",-4.746,0.411212,-0.09386996,-6.759636,-6.625289,230.4,3.155316,1039.732,0.141,1047.238,1024.179,1047.778,0.175,0.126,0.113,2916.201,2892.775,2921.984,77.57
"2016-03-11 01:00:00",2051,12.09,12.08,11.6,-4.813,93.5,8.32,3.788,18.1,"2016-03-11 00:48:30",5.296,3.041,14.74,"2016-03-11 00:54:00",-4.905,0.07850412,-0.01083115,-3.98902,-3.716296,228.6,3.087849,1039.897,0.319,1047.411,1024.376,1047.903,0.353,0.381,0.186,2916.426,2893.526,2922.421,77.6
"2016-03-11 01:15:00",2052,12.09,12.08,11.54,-4.938,94.3,8.81,4.061,16.66,"2016-03-11 01:11:45",5.299,2.526,11.81,"2016-03-11 01:12:30",-4.993,0.1308402,-0.05054537,-2.709679,-2.543678,215.1,2.966663,1040.882,1.575,1047.83,1025.703,1049.114,1.436,1.24,1.959,2918.4,2893.89,2922.877,77.65
"2016-03-11 01:30:00",2053,12.09,12.08,11.53,-4.974,95,11.43,2.56,15.81,"2016-03-11 01:29:45",6.516,2.623,12.13,"2016-03-11 01:29:45",-5.048,0.02242975,-0.003610383,-1.897864,-1.668725,203,2.921714,1041.752,1.519,1049.289,1026.465,1049.501,1.901,1.228,1.341,2919.359,2895.809,2923.227,77.68
"2016-03-11 01:45:00",2054,12.09,12.08,11.87,-4.929,94.3,7.007,1.949,11.81,"2016-03-11 01:40:30",4.426,1.468,8.66,"2016-03-11 01:32:15",-4.967,0.1457934,-0.0216623,-3.179065,-3.030766,221.2,3.140594,1042.712,0.246,1050.058,1027.287,1050.791,0.189,0.288,0.25,2919.425,2896.336,2925.403,77.77
"2016-03-11 02:00:00",2055,12.09,12.08,12.3,-4.933,92.7,5.907,2.39,10.47,"2016-03-11 01:59:45",3.726,1.982,9.09,"2016-03-11 01:57:00",-4.955,0.1233636,0,-5.194071,-5.019705,212,3.091986,1042.872,0.402,1050.241,1027.52,1050.854,0.378,0.439,0.386,2919.88,2895.585,2924.483,77.78
"2016-03-11 02:15:00",2056,12.1,12.08,12.73,-4.972,89.2,6.723,2.373,11.97,"2016-03-11 02:13:00",4.043,1.905,8.77,"2016-03-11 02:12:30",-4.993,0.1607465,0,-6.756659,-6.444887,203.7,2.803343,1043.071,0.339,1050.439,1027.774,1051,0.344,0.438,0.184,2919.984,2896.519,2925.843,77.8
"2016-03-11 02:30:00",2057,12.1,12.08,13.15,-5.064,91.6,7.886,2.466,15.06,"2016-03-11 02:18:00",4.201,1.512,9.09,"2016-03-11 02:20:15",-5.145,0.05981266,0,-6.366099,-5.957799,192.8,2.8474,1043.157,0.393,1050.596,1027.724,1051.15,0.42,0.36,0.396,2921.445,2896.557,2924.752,77.81
"2016-03-11 02:45:00",2058,12.1,12.08,13.53,-5.086,90.1,7.475,2.071,14.1,"2016-03-11 02:34:15",4.976,2.015,12.18,"2016-03-11 02:34:15",-5.143,0.1981294,-0.007220767,-8.495964,-8.082042,202.4,2.975337,1043.421,0.416,1050.797,1027.983,1051.484,0.514,0.287,0.414,2920.345,2897.367,2926.101,77.8
"2016-03-11 03:00:00",2059,12.1,12.08,13.71,-5.04,85.3,6.051,1.73,11.49,"2016-03-11 02:50:00",3.92,1.284,7.167,"2016-03-11 02:51:00",-5.083,0.2878484,0,-6.249696,-6.057021,216.7,3.130744,1043.439,0.285,1050.86,1027.986,1051.471,0.305,0.185,0.342,2920.276,2897.03,2926.476,77.82
"2016-03-11 03:15:00",2060,12.1,12.09,13.56,-4.876,84.1,5.278,1.868,9.46,"2016-03-11 03:09:15",4.002,1.566,8.02,"2016-03-11 03:08:30",-4.932,0.3439228,0,-9.833277,-9.624484,203.7,3.054663,1043.412,0.192,1050.812,1027.951,1051.474,0.176,0.216,0.183,2920.527,2897.674,2926.808,77.85
"2016-03-11 03:30:00",2061,12.1,12.08,13.42,-4.885,85.2,7.419,1.889,11.54,"2016-03-11 03:24:30",5.274,2.159,10.31,"2016-03-11 03:24:45",-4.971,0.2242975,0,-11.37391,-10.78808,214.9,3.069261,1043.469,0.258,1050.945,1027.968,1051.494,0.255,0.227,0.289,2920.536,2897.211,2926.295,77.85
"2016-03-11 03:45:00",2062,12.1,12.08,13.27,-5.021,86.5,6.417,2.395,10.74,"2016-03-11 03:33:00",4.671,1.781,8.93,"2016-03-11 03:35:45",-5.114,0.1233636,0,-8.689465,-8.361666,222.1,3.146392,1043.736,0.25,1051.287,1028.237,1051.683,0.232,0.231,0.284,2921.264,2897.515,2926.172,77.86
"2016-03-11 04:00:00",2063,12.1,12.09,13.11,-5.064,85.7,6.554,1.699,10.9,"2016-03-11 03:54:30",4.23,1.801,9.03,"2016-03-11 03:53:30",-5.143,0.1719614,0,-9.323715,-9.029156,225,3.110806,1043.795,0.179,1051.278,1028.285,1051.822,0.169,0.188,0.18,2920.387,2897.36,2926.949,77.87
"2016-03-11 04:15:00",2064,12.1,12.08,12.96,-5.002,81.3,6.118,1.519,9.73,"2016-03-11 04:10:15",4.561,1.242,8.07,"2016-03-11 04:10:15",-5.077,0.3140165,0,-13.23035,-12.84016,192.9,2.919917,1043.873,0.439,1051.206,1028.37,1052.045,0.517,0.259,0.493,2920.523,2897.284,2927.155,77.86
"2016-03-11 04:30:00",2065,12.1,12.08,12.8,-5.019,81.9,5.635,2.308,12.23,"2016-03-11 04:19:00",4.005,2.215,10.15,"2016-03-11 04:19:15",-5.132,0.2242975,0,-12.18272,-11.86599,206.9,3.097402,1043.889,0.307,1051.285,1028.422,1051.96,0.244,0.364,0.301,2920.6,2897.367,2926.801,77.87
"2016-03-11 04:45:00",2066,12.1,12.08,12.65,-5.03,80,4.353,1.715,9.41,"2016-03-11 04:35:45",3.234,1.286,6.9,"2016-03-11 04:35:45",-5.143,0.3364462,0,-12.51206,-12.38014,203,3.04502,1043.874,0.082,1051.372,1028.365,1051.883,0.059,0.066,0.112,2920.806,2897.542,2926.784,77.9
"2016-03-11 05:00:00",2067,12.1,12.09,12.53,-5.159,82,4.804,2.82,11.91,"2016-03-11 04:53:30",3.675,2.298,11.33,"2016-03-11 04:53:30",-5.305,0.2766336,0,-21.55509,-20.91318,201,3.0893,1043.832,0.188,1051.416,1028.3,1051.78,0.203,0.146,0.208,2920.917,2897.542,2926.683,77.89
"2016-03-11 05:15:00",2068,12.1,12.08,12.41,-5.27,82.2,6.733,1.316,9.3,"2016-03-11 05:04:00",4.766,1.21,8.07,"2016-03-11 05:04:15",-5.387,0.3252313,0,-17.84446,-17.25101,223.4,3.087658,1043.788,0.289,1051.35,1028.202,1051.812,0.297,0.264,0.305,2921.226,2897.31,2926.302,77.91
"2016-03-11 05:30:00",2069,12.1,12.08,12.3,-5.327,81.4,5.754,2.228,11.49,"2016-03-11 05:19:45",3.95,1.516,7.807,"2016-03-11 05:17:00",-5.445,0.3065399,0,-11.16681,-10.83769,228.6,3.034225,1043.875,0.173,1051.343,1028.324,1051.957,0.204,0.115,0.186,2921.101,2897.609,2926.473,77.93
"2016-03-11 05:45:00",2070,12.1,12.08,12.19,-5.318,81.1,6.241,1.892,9.62,"2016-03-11 05:40:30",4.755,1.743,8.87,"2016-03-11 05:36:30",-5.43,0.2429889,0,-10.8969,-10.53552,226.7,3.085054,1043.899,0.378,1051.297,1028.366,1052.035,0.444,0.141,0.461,2920.494,2897.329,2926.717,77.97
"2016-03-11 06:00:00",2071,12.1,12.08,12.09,-5.446,80.1,7.019,1.74,11.7,"2016-03-11 05:53:15",4.893,1.698,9.67,"2016-03-11 05:53:00",-5.565,0.2130826,0,-14.24579,-13.57981,221.1,3.155799,1043.86,0.361,1051.347,1028.399,1051.834,0.417,0.304,0.354,2920.581,2898.112,2926.76,77.93
"2016-03-11 06:15:00",2072,12.1,12.08,12,-5.583,80.9,9.98,2.086,14.21,"2016-03-11 06:10:30",7.138,2.118,12.82,"2016-03-11 06:04:30",-5.749,0.5869117,0,-52.02342,-46.79195,233.8,3.030322,1044.062,0.842,1051.648,1028.612,1051.924,0.713,0.954,0.843,2920.99,2897.537,2926.94,77.93
"2016-03-11 06:30:00",2073,12.1,12.08,11.91,-5.867,80.4,9.76,1.783,13.25,"2016-03-11 06:22:30",6.755,1.845,10.31,"2016-03-11 06:18:15",-6.096,1.132702,0,-78.21517,-71.0065,224,3.0414,1043.502,1.184,1050.792,1028.099,1051.616,1.242,1.097,1.208,2920.558,2897.47,2925.089,77.89
"2016-03-11 06:45:00",2074,12.09,12.08,11.82,-6.001,79.29,10.24,0.961,12.23,"2016-03-11 06:44:30",6.95,1.207,9.51,"2016-03-11 06:44:45",-6.206,1.715876,0,-78.52614,-70.61864,232.2,2.989772,1044.032,0.971,1051.77,1028.703,1051.622,0.779,0.786,1.266,2921.433,2897.488,2926.075,77.87
"2016-03-11 07:00:00",2075,12.09,12.08,11.74,-5.966,80.1,9.44,1.595,11.91,"2016-03-11 06:50:30",6.439,1.716,9.51,"2016-03-11 06:54:15",-6.173,3.540162,-0.310493,-79.02979,-72.125,223.4,2.868997,1043.902,0.593,1051.277,1028.369,1052.061,0.745,0.365,0.606,2922.54,2898.243,2928.045,77.89
"2016-03-11 07:15:00",2076,12.09,12.08,11.64,-6.065,80.1,8.82,1.594,11.81,"2016-03-11 07:05:45",5.95,1.808,10.1,"2016-03-11 07:05:45",-6.256,10.19432,-8.210011,-81.52663,-75.29107,216.6,2.97593,1043.763,0.635,1051.313,1028.183,1051.791,0.695,0.496,0.692,2920.601,2897.417,2926.859,77.92
"2016-03-11 07:30:00",2077,12.09,12.08,11.55,-6.236,79.87,7.828,1.476,11.43,"2016-03-11 07:16:45",5.08,1.62,9.09,"2016-03-11 07:29:00",-6.386,24.60543,-22.27246,-76.90586,-72.44972,222,2.970761,1043.981,0.353,1051.356,1028.449,1052.14,0.292,0.306,0.442,2920.677,2897.609,2927.193,77.93
"2016-03-11 07:45:00",2078,12.09,12.08,11.51,-5.953,77.59,10.42,2.19,14.69,"2016-03-11 07:44:45",7.475,2.07,12.13,"2016-03-11 07:43:15",-5.949,50.53048,-48.37553,-90.44852,-80.82492,218.5,2.931249,1043.811,1.243,1050.461,1028.405,1052.566,1.467,1.17,1.054,2921.47,2899.631,2928.585,77.87
"2016-03-11 08:00:00",2079,12.09,12.08,11.79,-5.847,80.6,12.56,1.823,16.18,"2016-03-11 07:59:30",9.01,2.326,14.05,"2016-03-11 07:53:15",-5.695,115.4983,-105.972,-119.8308,-103.3617,221.5,2.964988,1043.802,1.681,1050.428,1028.625,1052.352,1.633,1.482,1.9,2914.937,2894.733,2928.08,77.85
"2016-03-11 08:15:00",2080,12.09,12.08,12.18,-5.556,78.4,12.72,2.426,17.46,"2016-03-11 08:09:30",9,2.841,14.69,"2016-03-11 08:09:30",-5.125,217.0415,-195.0582,-152.1808,-130.6973,230.7,2.91176,1044.283,1.202,1050.307,1028.97,1053.572,1.433,1.126,1.007,2920.82,2898.346,2927.158,77.91
"2016-03-11 08:30:00",2081,12.09,12.08,12.55,-5.416,77.86,14.22,1.862,18.63,"2016-03-11 08:23:00",10.3,2.253,16.55,"2016-03-11 08:23:00",-5.102,261.2355,-252.3225,-134.6285,-112.5803,224.7,3.022736,1044.445,1.438,1050.29,1029.835,1053.21,1.572,1.687,0.942,2916.764,2897.83,2928.493,77.89
"2016-03-11 08:45:00",2082,12.09,12.08,12.94,-5.348,80.4,14.54,2.526,19.49,"2016-03-11 08:38:15",9.95,2.477,15.59,"2016-03-11 08:36:45",-5.102,289.426,-301.3912,-117.6934,-98.05338,212.3,3.137929,1043.428,1.547,1049.457,1027.524,1053.303,1.517,1.409,1.702,2918.331,2895.696,2928.616,77.93
"2016-03-11 09:00:00",2083,12.1,12.08,13.3,-5.529,79.73,15.29,2.398,20.61,"2016-03-11 08:57:00",9.69,2.19,14.95,"2016-03-11 08:51:00",-5.19,306.2932,-317.4357,-104.8893,-86.16484,203.1,2.850915,1043.453,1.757,1049.667,1028.012,1052.682,1.771,1.488,1.978,2917.629,2897.158,2928.146,77.9
"2016-03-11 09:15:00",2084,12.1,12.08,13.63,-5.338,73.84,15.97,2.467,20.77,"2016-03-11 09:02:00",11.5,2.711,16.61,"2016-03-11 09:01:45",-5.143,344.8499,-361.0311,-103.3484,-83.9955,204.8,3.016783,1043.36,2.588,1049.185,1026.944,1053.95,1.953,2.632,3.057,2918.185,2894.605,2932.756,77.9
"2016-03-11 09:30:00",2085,12.1,12.09,13.62,-5.255,75.47,13.18,3.117,17.73,"2016-03-11 09:15:45",9.06,2.914,15.59,"2016-03-11 09:17:00",-5.046,391.3318,-422.5773,-86.7197,-73.64038,214.4,3.020173,1043.436,1.315,1049.77,1027.398,1053.139,0.937,1.07,1.778,2917.003,2898.267,2932.647,77.9
"2016-03-11 09:45:00",2086,12.1,12.09,13.48,-4.983,74.21,9.77,2.811,15.91,"2016-03-11 09:34:45",6.743,2.835,13.62,"2016-03-11 09:43:45",-4.608,434.2212,-290.8452,-68.57959,-62.79367,218.6,3.086724,1044.239,0.74,1050.631,1028.011,1054.075,0.763,0.766,0.689,2918.559,2896.052,2927.822,77.97
"2016-03-11 10:00:00",2087,12.1,12.08,13.33,-4.549,69.75,7.627,3.154,14.58,"2016-03-11 09:48:15",4.697,2.592,13.09,"2016-03-11 09:51:15",-3.693,459.4472,-511.8838,-64.70052,-60.84081,243,2.981385,1043.985,0.373,1050.239,1027.467,1054.249,0.376,0.317,0.419,2918.572,2895.98,2930.868,77.98
"2016-03-11 10:15:00",2088,12.1,12.09,13.19,-4.198,70.54,8.18,3.089,13.99,"2016-03-11 10:07:15",5.259,2.32,11.86,"2016-03-11 10:00:30",-3.233,481.5779,-626.3726,-28.56241,-26.89804,222.4,3.006763,1043.779,0.515,1050.277,1027.102,1053.959,0.466,0.413,0.638,2919.191,2896.031,2928.071,77.97
"2016-03-11 10:30:00",2089,12.1,12.09,13.05,-4.156,69.55,6.631,2.635,11.97,"2016-03-11 10:15:30",4.274,1.465,9.94,"2016-03-11 10:27:00",-2.936,498.5086,-632.9037,-9.209383,-8.460887,230.1,3.012294,1043.987,0.647,1050.625,1027.178,1054.159,0.599,0.674,0.665,2918.762,2895.024,2929.086,77.95
"2016-03-11 10:45:00",2090,12.1,12.09,12.93,-3.52,65.94,5.267,2.311,10.69,"2016-03-11 10:30:15",3.808,1.658,8.77,"2016-03-11 10:40:15",-1.905,503.2039,-652.9883,10.46417,10.09804,236.5,2.954906,1043.897,0.319,1050.72,1026.647,1054.324,0.432,0.251,0.235,2920.536,2895.621,2929.581,77.98
"2016-03-11 11:00:00",2091,12.1,12.08,12.82,-3.251,67.88,6.793,2.579,11.91,"2016-03-11 10:55:15",4.823,1.751,9.35,"2016-03-11 10:55:45",-2.12,499.6226,-662.5162,20.10187,19.488,233,2.99563,1043.983,0.509,1050.768,1026.884,1054.297,0.415,0.57,0.529,2920.911,2896.523,2929.77,77.93
"2016-03-11 11:15:00",2092,12.1,12.08,12.73,-3.223,56.44,5.906,2.409,12.13,"2016-03-11 11:02:30",4.037,1.632,10.37,"2016-03-11 11:12:30",-1.809,520.8449,-706.5485,32.93803,31.6697,233,2.993808,1043.806,0.501,1050.958,1026.319,1054.139,0.586,0.383,0.513,2920.177,2895.034,2929.647,77.93
"2016-03-11 11:30:00",2093,12.1,12.08,12.66,-2.494,58.69,4.958,1.995,10.53,"2016-03-11 11:21:30",3.654,1.264,7.167,"2016-03-11 11:29:30",-0.894,521.2487,-728.6548,54.11856,53.10154,230.6,2.958981,1043.951,0.387,1051.201,1026.547,1054.105,0.338,0.419,0.4,2920.873,2896.055,2929.282,77.91
"2016-03-11 11:45:00",2094,12.1,12.09,12.62,-2.647,57.46,4.716,1.616,8.93,"2016-03-11 11:36:45",3.404,1.079,5.567,"2016-03-11 11:32:15",-1.089,517.9889,-751.5916,58.22107,57.5169,244.3,2.965716,1043.854,0.123,1051.29,1026.377,1053.893,0.13,0.121,0.118,2920.989,2895.107,2928.93,77.9
"2016-03-11 12:00:00",2095,12.1,12.08,12.59,-2.042,54.98,4.577,1.87,8.23,"2016-03-11 11:46:45",3.483,1.48,8.02,"2016-03-11 11:47:15",-0.563,508.5908,-764.6936,99.85521,98.16162,242.1,2.962556,1043.834,0.127,1051.702,1026.152,1053.65,0.12,0.125,0.136,2921.592,2894.714,2928.41,77.87
